front,back,hint,publishedAt
"拒绝","Refuse","","2023-12-08T01:34:49.058Z"
"陡","abrubtly; steep","","2024-03-03T04:29:06.899Z"
"车道","traffic lane; driveway","","2024-02-28T07:01:39.197Z"
"当地","Local","","2023-11-30T07:39:49.981Z"
"逻辑","Logic","","2024-04-30T03:24:23.674Z"
"讨论","to discuss","","2023-11-06T04:07:54.812Z"
"一共","In total","","2024-04-15T19:45:53.756Z"
"球迷","Sport Fan","","2024-01-23T03:15:53.304Z"
"一切","Everything","","2024-02-14T06:56:04.822Z"
"爱抚","to fondle; to caress","","2024-03-01T02:55:14.520Z"
"痛楚","anguish","","2023-08-24T07:14:30.832Z"
"目前","Current","","2024-04-17T03:04:49.906Z"
"面对面","face to face","","2024-07-28T02:21:43.119Z"
"国外","Abroad","","2023-09-05T06:34:44.765Z"
"沟通","Communication","","2023-12-07T23:58:36.927Z"
"范围","range; scope","","2024-04-10T20:58:01.154Z"
"起源","origins","","2024-04-03T04:45:02.386Z"
"憧憬","to long for; longing","","2024-04-30T21:40:18.427Z"
"李子","plum","","2023-09-03T22:36:14.876Z"
"几乎相同","Almost identical","","2023-07-15T21:21:19.392Z"
"海滩","Beach","","2024-07-15T20:04:51.920Z"
"结果","result","","2024-04-03T03:20:29.288Z"
"相识","get to know each other","","2024-02-15T00:44:38.526Z"
"行为","behavior","","2024-01-17T21:50:49.075Z"
"天花板","ceiling","","2024-03-03T07:02:06.667Z"
"中心","Center","","2024-04-03T04:48:03.391Z"
"风度","elegance (for men)","","2024-02-15T00:44:03.121Z"
"失望","Disappointed","","2023-11-12T08:58:40.415Z"
"拼起来","put together","","2023-12-27T08:43:28.947Z"
"人山人海","A sea of people","","2024-03-02T22:18:05.394Z"
"礼拜","to worship; day of the week","","2024-04-03T04:55:02.010Z"
"帝王","monarch","","2024-04-05T06:00:01.687Z"
"改变","to change","","2024-04-12T00:37:40.241Z"
"加强","to reinforce","","2024-04-10T17:12:38.642Z"
"签字","Signature","","2024-04-03T16:23:15.679Z"
"依靠","to rely on something","","2024-02-27T06:07:26.084Z"
"工具","Tools","","2024-04-13T03:50:06.966Z"
"克服","to overcome (hardships)","","2024-03-30T23:15:02.436Z"
"提前","In advance","","2024-07-25T19:12:28.275Z"
"自由","Freedom","","2024-04-03T02:20:19.281Z"
"绑架","hijack; kidnap","","2024-04-06T18:14:53.829Z"
"广","wide; public","","2024-05-10T22:58:21.156Z"
"升职","job promotion","","2024-01-17T03:55:13.515Z"
"接下来","Next; in the future","","2023-12-08T02:14:40.565Z"
"存心","deliberately","","2023-08-08T18:07:14.084Z"
"汉语","more sophisticated Chinese","","2024-04-05T05:26:01.126Z"
"榛子","hazelnut","","2023-09-03T22:36:26.707Z"
"如此","so; like this","","2023-08-24T05:47:32.686Z"
"赞成","approve","","2023-12-08T01:36:12.313Z"
"进入","enter","","2024-03-04T07:33:29.039Z"
"利弊","pros and cons","","2023-11-20T08:54:39.130Z"
"意识","consciousness","意识到","2024-01-17T03:04:40.971Z"
"堆叠","stack","","2023-12-07T23:47:56.985Z"
"棉花糖","marshmallow; cotton candy","","2024-02-02T05:38:23.401Z"
"不见得","Not necessarily","","2024-04-14T23:02:15.690Z"
"教堂","church","","2023-12-27T08:41:30.471Z"
"在乎","to care about; to mind","","2024-03-04T07:19:55.021Z"
"根据","according to","","2023-07-12T18:57:51.471Z"
"吼","to howl; to roar; to shout","","2024-04-12T00:57:23.398Z"
"权宜之计","plan of convenience; interim solution","","2023-11-18T20:13:06.104Z"
"室友","roommate","","2023-12-26T17:39:07.960Z"
"场合","Occasion; situation","","2024-02-11T21:02:31.172Z"
"规模","scale; extent","","2024-03-15T03:49:39.596Z"
"粘","to stick","","2024-02-19T20:41:21.991Z"
"种","kind; type","","2024-04-12T00:26:24.849Z"
"流行","popular","","2024-01-17T21:50:09.483Z"
"夜店","nightclubs","","2024-02-02T01:35:17.374Z"
"梦想","Dreams","","2023-12-26T16:46:01.776Z"
"召开","to hold a meeting","","2023-11-30T07:38:27.483Z"
"逃避","Escape","","2023-09-05T06:51:18.824Z"
"理解能力","comprehension skills","","2023-11-21T18:23:44.812Z"
"解释","Explanation; to explain","","2024-03-08T16:10:45.430Z"
"云","cloud","","2024-04-16T00:48:53.824Z"
"具备","to possess","","2024-02-19T21:06:18.369Z"
"下限","lower limit","","2024-02-02T19:41:27.436Z"
"橱柜","Cabinets","","2023-12-08T00:15:41.037Z"
"终久","eventually","","2023-10-29T22:34:49.703Z"
"更加","even more (something)","","2024-01-29T15:56:40.374Z"
"业务","business; work","","2023-11-30T07:39:29.699Z"
"工程师","Engineers","","2024-01-23T03:15:55.596Z"
"校车","school bus","","2024-02-14T06:58:17.805Z"
"期待","to look forward to","","2023-12-26T17:54:15.293Z"
"斗嘴","bicker","","2023-08-18T04:01:51.569Z"
"弯腰","Bend over","","2024-04-15T18:08:45.936Z"
"大楼","large building","","2024-03-03T05:28:20.103Z"
"于","in; at; on; to (place or time)","","2024-04-06T18:33:51.872Z"
"事故","Accidents","","2024-02-28T18:32:42.982Z"
"司机","driver","","2024-01-17T04:21:16.144Z"
"唯一","The only","","2024-01-17T04:00:17.794Z"
"斑马","zebra","","2024-02-28T17:07:58.905Z"
"香港","Hong Kong","","2024-02-26T22:13:47.247Z"
"比较","relatively; to compare","","2024-01-30T18:40:48.067Z"
"胡萝卜","carrot","","2023-09-03T22:34:14.371Z"
"羡慕忌妒恨","admiration, envy, hate","","2023-12-08T03:02:11.578Z"
"常规","code of conduct; custom","","2023-12-27T03:32:33.083Z"
"队长","team leader","","2024-03-30T23:18:11.603Z"
"生物钟","Biological clock","","2023-11-30T07:37:59.452Z"
"屁话","bullshit","","2024-01-17T03:57:34.983Z"
"经理","manager","","2023-07-27T19:07:14.599Z"
"队","Team","","2024-03-30T23:18:24.482Z"
"咱们","we","","2023-11-24T06:17:07.524Z"
"夸","to brag","","2023-12-27T08:42:58.741Z"
"搭配","Matching; to pair up; to put together","","2023-12-26T16:46:33.787Z"
"吃惊","be surprised","","2023-08-08T17:55:24.094Z"
"秦始皇","the first emperor","","2024-01-17T02:57:40.756Z"
"报名","Sign up","","2023-07-04T17:45:37.682Z"
"特别","unique","","2023-09-16T11:33:59.706Z"
"一边","about; simultaneously","","2024-02-02T01:46:28.430Z"
"大概","probably; about","","2023-08-08T18:01:36.838Z"
"呆","dull, dumb/to numb","","2024-01-23T03:16:36.075Z"
"散步","take a walk","","2023-11-17T16:07:23.705Z"
"费劲","require effort","","2024-02-02T01:04:40.213Z"
"专车","limo; uber","","2024-02-05T21:39:29.558Z"
"邻居","neighbor","","2023-07-27T19:09:26.706Z"
"强迫","to force; to compel","","2023-11-18T20:05:47.379Z"
"牛逼","awesome","","2024-01-17T21:50:18.165Z"
"分之","of; denote fraction","","2024-02-28T05:56:54.329Z"
"芦笋","asparagus","","2023-09-03T22:35:04.633Z"
"记号","marking; symbol","","2024-02-27T06:20:01.922Z"
"一直","Always; continuously","","2024-03-05T02:30:56.887Z"
"互相","Mutual","","2023-11-18T20:00:57.846Z"
"何必","Why bother...; was it necessary to...; there was no need to...","","2023-08-30T21:07:49.009Z"
"还是","or; still","","2023-12-08T00:39:19.793Z"
"欢迎光临","Welcome","","2024-01-07T05:59:09.992Z"
"以及","as well as","","2023-11-30T07:39:57.349Z"
"体重","body weight","","2023-09-12T16:01:49.039Z"
"半夜","midnight","","2024-03-04T08:00:23.837Z"
"商场","shopping mall","","2023-12-29T07:04:58.033Z"
"不巧","too bad...; unfortunately (accidental)","","2024-03-05T19:30:34.986Z"
"蜂蜜","Honey","","2023-12-08T01:47:15.051Z"
"测谎","to lie","","2023-12-29T06:14:31.600Z"
"见鬼","to hell with it!","","2024-01-02T02:26:27.667Z"
"胃口","appetite","","2024-04-03T01:48:56.118Z"
"告诉","to tell; to inform","","2024-04-03T01:28:17.478Z"
"非","Not","","2023-12-25T17:13:29.023Z"
"撒娇","act like a spoiled child","","2024-02-23T20:20:58.100Z"
"古老","Ancient","","2023-12-26T17:50:59.246Z"
"过去","Past","","2023-07-15T21:09:18.996Z"
"速度","Speed","","2024-01-17T02:46:23.583Z"
"越南","Vietnam","","2023-12-26T01:01:11.129Z"
"双倍","double","","2024-01-07T03:49:22.228Z"
"缘分","fate that brings people together","","2024-02-27T06:14:37.143Z"
"完整","Complete","","2024-02-27T06:21:35.388Z"
"落后","lagging behind","","2023-11-18T20:17:18.419Z"
"专家","Experts","","2023-11-10T19:49:01.191Z"
"语言","Language","","2023-11-06T04:00:51.071Z"
"所谓","So-called","","2024-02-19T21:05:51.042Z"
"想象中","your imagination","","2023-12-08T02:21:43.361Z"
"陌生人","Strangers","","2024-03-15T23:07:40.840Z"
"单词","Word","","2023-10-20T23:02:31.955Z"
"侧面","lateral side","","2023-12-29T01:52:44.451Z"
"先进","Advanced","","2023-11-18T20:18:22.025Z"
"实际","actual; practical; reality","","2024-03-23T16:22:26.183Z"
"如何","how (formal)","","2023-08-24T05:50:44.436Z"
"市区","downtown","","2023-07-11T22:20:40.016Z"
"知识","Knowledge","","2024-01-17T02:54:43.902Z"
"王八蛋","bastard (insult)","","2024-02-15T00:57:17.499Z"
"季节","season","","2023-07-15T21:11:33.662Z"
"当初","At the time","","2023-08-24T05:57:47.766Z"
"商量","discuss; negotiate (friendly)","","2024-03-04T05:58:55.318Z"
"密密扎扎","thick/dense","","2023-11-16T08:11:58.735Z"
"双肩包","backpack","","2024-03-01T03:03:07.605Z"
"脑残","brain-dead (derogatory)","","2023-12-08T00:47:10.536Z"
"天天","Every day","","2024-03-24T07:43:08.335Z"
"精力","Energy; vitality","","2024-03-03T08:20:22.473Z"
"室内","indoors","","2024-03-04T20:17:38.915Z"
"拍马屁","to flatter someone","","2023-12-30T03:35:21.905Z"
"原来如此","I see","","2023-12-27T08:40:20.588Z"
"印度","India","","2023-12-26T01:02:40.123Z"
"不公平","inequity","","2024-03-01T23:15:20.069Z"
"香菇","shiitake","","2023-09-03T22:34:17.440Z"
"激素","Hormones","","2023-12-05T23:44:10.556Z"
"零食","Snacks","","2024-03-03T18:11:24.834Z"
"拖拖拉拉","procrastinate","","2024-02-14T22:42:37.629Z"
"不公正","injustice","","2024-03-01T23:15:27.151Z"
"扶","to support; to hold onto (for support)","","2024-03-14T07:05:45.770Z"
"靴子","Boots","","2023-12-29T07:10:52.682Z"
"任务","Mission","","2023-07-05T22:56:01.896Z"
"马来西亚","Malaysia","","2023-12-26T01:02:15.799Z"
"几乎全","Almost all","","2023-07-15T21:21:02.087Z"
"性格","Personality","","2023-12-08T01:36:32.497Z"
"损失","Loss; damage","","2023-09-16T11:33:27.585Z"
"广播","broadcast","","2024-02-29T01:09:44.912Z"
"单身","single","","2024-03-16T21:12:23.042Z"
"餐厅","restaurant; dining room","","2023-07-05T00:36:31.441Z"
"店面","shop front","","2024-03-15T21:11:51.984Z"
"背景","Background","","2023-11-30T07:39:12.107Z"
"军事","Military affairs","","2024-03-15T03:49:43.088Z"
"激烈","Intense; fierce","","2024-01-23T03:15:46.089Z"
"即使","even if; despite","","2023-10-25T17:53:00.692Z"
"过头","to overdo something","","2024-02-28T08:50:47.508Z"
"可怪","strange","","2024-02-28T06:45:52.216Z"
"张家界","Zhangjiajie","","2024-02-27T05:56:49.801Z"
"坠落","drop; fall","","2023-08-24T05:41:30.438Z"
"别扭","uncomfortable","","2023-11-23T19:17:11.058Z"
"移民","Immigration","","2023-11-30T07:39:53.111Z"
"建议","Suggest; advise","","2023-12-08T02:08:20.650Z"
"问号","question mark; interrogation","","2024-02-23T08:24:40.469Z"
"厘米","cm","","2024-02-23T08:23:24.481Z"
"平凡","commonplace; normal; frequent","","2024-03-04T07:26:45.626Z"
"昵称","pet name","","2023-11-24T06:24:39.844Z"
"清","clear; pure","","2024-03-08T19:30:16.254Z"
"一轮","a round","","2024-03-08T23:11:43.592Z"
"鳄梨","avocado","","2023-09-03T22:35:29.364Z"
"舔狗","simp","","2024-03-07T19:18:32.810Z"
"学期","Semester","","2024-02-15T00:47:31.306Z"
"运动","movement","","2024-02-14T19:48:44.818Z"
"任何","Any","","2023-11-06T04:01:10.428Z"
"考虑","Consider","","2023-12-15T01:00:04.129Z"
"原因","the reason for","","2023-12-08T00:18:45.922Z"
"护照","passport","","2024-03-04T07:32:33.464Z"
"竟然","unexpectantly; surprisingly","","2023-11-24T06:13:54.103Z"
"群聊","group chat","","2023-12-01T04:42:17.036Z"
"价钱","price","","2024-03-03T05:44:20.836Z"
"是否","whether","","2023-12-26T16:43:32.045Z"
"最终","final; ultimate","","2023-10-29T22:35:39.644Z"
"菠萝","pineapple","","2023-09-03T22:36:22.556Z"
"残","greedy; spoiled","","2024-03-05T02:53:08.123Z"
"直升机","helicopters","","2024-02-11T21:18:57.533Z"
"痴呆","stupidity","","2023-12-08T00:03:51.881Z"
"白痴","Idiocy","","2024-02-15T00:58:08.463Z"
"公司","company","","2024-03-04T05:50:57.724Z"
"死去活来","hover between life and death","","2023-11-03T08:18:55.625Z"
"奋","to exert oneself","","2023-07-25T22:57:11.467Z"
"富","rich","","2023-11-18T20:18:45.053Z"
"搜寻","search for something specific","","2023-08-24T07:24:55.889Z"
"四川","Sichuan","","2024-02-29T01:16:01.756Z"
"台锯","table saw","","2024-02-14T22:47:26.736Z"
"集中","to concentrate; to centralize","","2023-12-08T01:27:39.233Z"
"杏","apricot","","2023-09-03T22:36:03.773Z"
"听说","I heard that","","2023-12-08T00:36:35.895Z"
"斑马线","crosswalk","","2024-02-28T06:57:46.244Z"
"美好","Beautiful","","2024-02-27T06:27:24.845Z"
"喝醉","Get drunk","","2024-02-27T06:25:09.675Z"
"交往","to associate with; to hang out with","","2023-12-29T17:45:56.801Z"
"并不","Not really","","2024-02-01T05:46:46.711Z"
"要求","to request; to demand","","2024-01-29T03:33:27.372Z"
"服装","Clothing","","2024-02-23T08:25:49.473Z"
"主义","-ism/ideology","","2023-12-30T03:52:38.106Z"
"光线","Light","","2023-11-10T19:48:00.543Z"
"重庆","Chongqing","","2024-02-26T22:10:46.003Z"
"福州","Fuzhou","","2024-02-26T22:12:02.860Z"
"松","pine","","2024-02-28T05:48:54.261Z"
"成都","Chengdu","","2024-02-26T22:10:24.923Z"
"力量","Strength; force (physics)","","2024-02-02T19:53:54.781Z"
"歉意","apologetic","","2023-07-04T18:04:00.024Z"
"为我","for me","","2024-02-27T06:13:01.052Z"
"产生","Generate","","2023-10-20T04:38:15.336Z"
"久而久之","over time","","2023-10-29T22:33:47.080Z"
"放慢","to slow down (the pace of)","","2024-02-27T06:24:03.289Z"
"以北","the north of (suffix)","","2024-02-26T22:28:56.999Z"
"成绩","Grades","","2023-07-11T19:06:57.914Z"
"一辈子","A lifetime","","2024-02-26T22:28:04.098Z"
"逗","tease","","2023-11-30T07:38:14.649Z"
"描述","Description; to describe","","2024-02-22T02:19:40.233Z"
"首都","capital","","2023-12-30T03:37:36.706Z"
"列车长","Conductor (train)","","2023-09-16T11:33:16.980Z"
"非洲","Africa","","2024-02-23T08:22:22.159Z"
"抽筋","cramps","","2023-11-24T06:35:50.344Z"
"条件","condition; factor","","2023-11-03T08:17:25.741Z"
"欺骗","Deception; to deceive","","2023-10-26T03:36:22.044Z"
"谈","to discuss","","2023-11-03T08:11:07.167Z"
"打招呼","to greet","","2023-08-08T18:01:17.966Z"
"训练","to train","","2024-01-23T03:15:31.022Z"
"关闭","shut down","","2024-02-19T21:06:41.134Z"
"失去","to lose something","","2023-11-12T08:57:50.331Z"
"拜托","Please; I beg you","","2023-11-03T08:13:45.207Z"
"快速","fast","","2024-02-15T00:55:48.922Z"
"销售","to sell","","2023-11-30T07:39:46.395Z"
"时不时","from time to time","","2024-02-15T00:49:09.329Z"
"接受","to accept; to recieve","","2023-11-18T20:19:27.383Z"
"欢迎","welcome","","2023-12-08T02:46:18.279Z"
"到处","everywhere","","2024-01-17T02:13:31.313Z"
"警告","Warning","","2023-12-08T01:34:35.330Z"
"连","even","","2024-02-11T05:43:43.532Z"
"演义","Three Kingdoms period","三国演义","2024-01-17T02:54:27.424Z"
"经历","Experience","","2023-11-06T04:11:23.596Z"
"春节","Chinese New Year; spring festival","","2024-02-11T19:51:40.425Z"
"从此","From now on; since then","","2024-02-01T05:24:51.768Z"
"焦虑","Anxiety","","2023-12-31T07:08:34.167Z"
"可有可无","not essential","","2023-11-03T08:09:42.750Z"
"项目","project; sporting event","","2024-01-17T03:54:01.325Z"
"报税","do taxes","","2024-02-07T23:00:31.570Z"
"一般","generally; generic","","2023-11-14T08:38:38.808Z"
"欠","owe","","2024-02-09T05:32:09.079Z"
"的话","if statement closing bracket","","2024-02-09T05:20:28.048Z"
"睡过头","oversleep","","2024-02-09T04:53:58.940Z"
"吃货","Foodie","","2024-01-17T03:24:31.687Z"
"谈恋爱","dating","","2023-12-08T00:34:26.992Z"
"研究","research; study","","2024-01-17T02:56:25.980Z"
"幼稚","childish; immature","","2023-11-18T19:41:31.112Z"
"而已","that's all; nothing left; just that","","2023-08-16T20:42:57.353Z"
"稳定","Stable; steady","","2024-01-29T15:58:20.805Z"
"索","to search (forcefully)","","2023-08-28T00:01:20.491Z"
"慌张","flustered/lose control over yourself","","2023-11-10T19:48:24.327Z"
"父亲","parent；father","","2023-09-16T11:35:17.638Z"
"马上","immediately","","2024-01-29T17:16:47.335Z"
"助手","Assistants","","2023-11-06T04:01:01.519Z"
"橙子","orange","","2023-09-03T22:36:08.427Z"
"一团糟","shambles","","2023-10-20T04:28:08.016Z"
"冒险","Adventure","","2024-01-03T23:34:08.435Z"
"图片","image","","2024-01-17T02:55:54.684Z"
"总归","no matter what; anyhow","","2023-10-29T22:34:17.984Z"
"货","Goods","","2024-02-02T01:51:15.687Z"
"纷争","to dispute with","","2023-09-05T06:50:44.861Z"
"失败","failure; to be defeated","","2023-11-12T08:58:18.684Z"
"州","State/province","","2023-07-11T19:22:13.878Z"
"夸张","Exaggerate","","2023-12-31T06:49:48.941Z"
"日落","sunset","","2024-02-01T01:57:36.697Z"
"弱","weak","","2024-02-02T19:43:03.078Z"
"友善","kind","","2023-12-08T02:35:27.734Z"
"超市","Supermarket","","2023-07-11T19:06:47.968Z"
"之后","After (an event)","","2024-01-29T06:13:45.211Z"
"朝代","dynasty","","2023-12-26T17:51:51.283Z"
"相当","quite; fairly; pretty","","2023-11-10T19:48:30.281Z"
"差不多","close enough","","2023-07-05T00:36:37.415Z"
"假期","vacation","","2023-08-16T20:49:33.149Z"
"差","difference","","2023-07-11T19:06:42.635Z"
"水坑","puddles","","2024-01-29T03:25:39.815Z"
"安装","install","","2024-01-23T03:15:37.656Z"
"打印","print","","2023-08-08T18:01:27.262Z"
"冒风险","take risks","","2023-12-26T16:44:22.142Z"
"三明治","Sandwiches","","2024-01-17T03:31:15.525Z"
"踩","Step on","踩在梯子上","2024-01-23T03:15:42.718Z"
"丈夫","husband","","2023-12-26T16:41:57.318Z"
"孤独","Solitude","","2023-08-24T07:19:51.512Z"
"同时","At the same time","","2023-09-20T05:04:27.129Z"
"目的","purpose","","2023-12-26T17:53:22.792Z"
"甜菜根","beetroot","","2023-09-03T22:35:32.380Z"
"可是","but; if not for","","2023-08-22T04:49:45.849Z"
"建筑","building; to build; architecture","","2023-12-26T17:50:46.593Z"
"过分","excessive","","2024-01-17T21:49:57.692Z"
"打岔","interrupt (esp. talk)","","2023-09-05T06:41:41.197Z"
"想念","to miss; to long for","","2023-12-27T08:39:49.027Z"
"回答","Reply","","2023-07-15T21:10:52.730Z"
"迷茫","perplexed","","2024-01-17T02:42:45.709Z"
"客服","customer service","","2023-09-05T06:31:48.541Z"
"明星","Star","","2023-11-30T07:38:11.983Z"
"粉","Powder; noodles","","2023-12-27T03:35:56.183Z"
"加快","Expedite; accelerate","","2024-01-17T02:52:56.163Z"
"打折","Discount","","2023-08-08T18:01:30.817Z"
"类","Class; type","一类人","2024-01-17T03:00:29.188Z"
"恭喜","Congratulations","","2023-12-08T01:27:13.019Z"
"杏仁","almond","","2023-09-03T22:36:43.959Z"
"西兰花","broccoli","","2023-09-03T22:35:08.132Z"
"领导","Leadership","","2023-12-27T08:43:56.439Z"
"围栏","railings","","2023-12-07T23:29:36.656Z"
"接近","to be close to","","2023-12-08T01:33:51.947Z"
"首先","First of all","","2023-10-20T04:21:35.397Z"
"教训","to lecture; to advise; a lesson","","2023-11-18T20:20:40.698Z"
"并","also","","2023-07-04T22:01:38.736Z"
"性感","Sexy","","2023-12-19T19:49:56.163Z"
"活该","serves you right","","2023-12-27T06:11:00.340Z"
"拥抱","embrace","","2023-08-28T06:55:51.713Z"
"年轻","young","","2023-07-27T19:10:26.298Z"
"出发","set out","","2023-08-08T17:55:47.258Z"
"无花果","fig","","2023-09-03T22:35:37.911Z"
"排名","rankings","","2023-12-26T17:45:02.175Z"
"肾上腺素","Adrenaline","","2023-11-30T07:38:06.024Z"
"父母","parents","","2023-09-05T06:38:09.145Z"
"基本","Basic","","2023-12-27T05:35:52.286Z"
"道歉","Apologize","","2023-12-13T07:05:28.409Z"
"兴奋","Excitement","","2023-07-12T19:09:52.503Z"
"断续","Discontinuous; intermittent","","2023-09-20T05:07:17.586Z"
"台湾","Taiwan","","2024-01-05T04:42:05.517Z"
"经常","often","","2023-07-27T19:07:06.424Z"
"文化","Culture","","2023-09-05T06:52:51.944Z"
"意见","opinion; objection","","2023-12-08T01:57:27.284Z"
"地道","authentic","","2023-12-07T23:51:22.744Z"
"劳力","work force; physical strength; labor","","2023-09-05T06:50:10.565Z"
"情况","circumstance","","2023-07-04T21:55:18.823Z"
"并且","also; furthermore","","2023-07-04T17:55:55.718Z"
"路痴","person with a poor sense of direction","","2023-12-08T00:02:59.419Z"
"寂寞","lonely","","2023-08-24T05:54:01.962Z"
"希望","hope","","2023-12-27T08:38:29.643Z"
"压力","Pressure","","2023-12-27T08:38:57.909Z"
"困难","difficult","","2023-12-27T06:48:47.925Z"
"其次","next","","2023-08-02T17:29:44.431Z"
"抽认卡","flashcard","","2023-12-07T23:53:38.510Z"
"量","measure","","2023-12-07T23:42:07.426Z"
"花心","philandering","","2023-12-08T02:17:41.394Z"
"光滑","Smooth","","2023-12-08T00:10:06.224Z"
"健康","health","","2023-07-26T22:45:34.228Z"
"银行","bank","","2023-12-29T07:20:18.513Z"
"哪个","Who","","2023-12-31T06:57:04.781Z"
"相容","compatible with","","2023-12-08T01:38:14.565Z"
"属国","vassal state","","2023-12-26T01:00:40.724Z"
"墓地","Cemetery","","2023-12-26T17:53:31.539Z"
"三文鱼","salmon","","2023-12-29T07:11:49.205Z"
"喂","to feed","","2023-12-29T07:33:08.916Z"
"爽","refreshing; crisp; bright","","2023-12-27T03:13:37.279Z"
"牛排","steak","","2023-12-29T07:12:08.841Z"
"水波","wave","","2023-12-28T19:30:28.710Z"
"粉丝","Fans","","2023-12-27T03:38:22.949Z"
"口感","mouthfeel","","2023-12-27T03:03:25.225Z"
"指挥","Conductor","","2023-12-26T05:07:22.100Z"
"泰国","Thailand","","2023-12-26T01:01:43.798Z"
"堕落","a fall from grace","","2023-08-28T06:44:04.453Z"
"人道","Humanity","","2023-09-16T11:33:00.789Z"
"洋","Ocean; foreign","","2023-12-26T00:59:09.808Z"
"纠正","Correction; to correct","","2023-12-01T05:22:13.919Z"
"折磨","torture; torment","","2023-08-24T05:36:09.216Z"
"应用","application","","2023-11-30T07:39:05.563Z"
"类似","Similar","","2023-11-06T04:11:44.188Z"
"罚款","Fines","","2023-12-13T07:08:35.779Z"
"软体","Software","","2023-09-16T11:35:00.593Z"
"肯定","will happen","","2023-12-01T05:03:20.120Z"
"奇异果","kiwi","","2023-09-03T22:35:40.557Z"
"红甘蓝","red cabbage","","2023-09-03T22:35:26.956Z"
"不管","Regardless of","","2023-07-05T00:35:52.796Z"
"承诺","Commitment; promise","","2023-08-24T05:28:34.329Z"
"保证","Ensure/promise","","2023-07-04T17:45:27.554Z"
"区别","Distinction","","2023-12-01T04:18:06.897Z"
"嫉妒","Jealous","","2023-12-08T03:00:41.879Z"
"蔬菜","vegetables","","2023-09-03T22:34:02.997Z"
"降低","reduce","","2023-07-03T22:05:04.713Z"
"移动","to move; movement; mobile","","2023-11-30T07:39:01.738Z"
"而后","then","","2023-08-16T20:43:16.411Z"
"某人","someone","","2023-12-08T01:12:18.836Z"
"运气","Luck","","2023-12-18T06:25:34.335Z"
"已","Already","","2023-08-24T05:34:07.751Z"
"不得不","have to","","2023-07-05T00:35:47.478Z"
"方向感","Sense of direction","","2023-12-08T00:02:39.291Z"
"羡慕","Envious; admiration","","2023-12-17T18:54:57.270Z"
"继续","Continue","","2023-12-05T23:44:26.954Z"
"放弃","give up","","2023-12-08T01:58:45.032Z"
"歌手","Singer","","2023-12-18T05:30:40.207Z"
"必要","Necessary; essential","","2023-11-10T19:48:02.938Z"
"空间","space","","2023-12-07T23:43:54.534Z"
"值得","is worth; deserves","","2023-12-08T00:54:03.801Z"
"打工","Work","","2023-12-08T01:51:45.808Z"
"忍受","endure","","2023-12-08T00:41:17.747Z"
"古文","Classical Chinese Language","","2023-11-18T19:50:11.898Z"
"白开水","plain boiled water","","2023-12-12T07:02:59.452Z"
"心绪","state of mind","","2023-07-11T19:01:25.388Z"
"挥手","Wave your hand","","2023-12-08T01:11:19.580Z"
"贱人","cheap person; bitch??","","2023-12-08T02:13:23.369Z"
"遗憾","Regrets","","2023-12-08T00:44:52.510Z"
"永远","Forever","","2023-12-13T07:01:02.247Z"
"一下子","all at once","","2023-12-08T02:19:34.724Z"
"世界","world","","2023-12-07T23:55:13.372Z"
"另一个","the other","","2023-12-08T00:59:12.728Z"
"墩","block","","2023-12-07T23:33:56.031Z"
"免","Exempt","","2023-12-09T09:06:09.038Z"
"常见","frequent","","2023-11-06T04:10:29.129Z"
"人家","people","","2023-12-08T00:23:29.943Z"
"讨厌","to dislike","","2023-12-08T01:00:37.395Z"
"蜡","wax","","2023-12-07T23:30:43.953Z"
"提高","Improve","","2023-11-24T06:18:12.525Z"
"免费","Free","","2023-12-08T01:09:08.994Z"
"表达","express","","2023-12-08T01:00:54.036Z"
"动画","animation","","2023-12-07T23:32:23.573Z"
"心事","a matter of the heart","","2023-12-08T02:48:11.556Z"
"八卦","Gossip","","2023-12-08T01:15:17.557Z"
"表白","confess","","2023-12-08T01:33:09.557Z"
"对于","regarding; concerning; on the topic of","","2023-07-15T21:18:49.188Z"
"公斤","kg","","2023-07-12T18:58:11.054Z"
"针对","in response to; to focus on","","2023-07-15T21:19:23.515Z"
"其余","The rest","","2023-08-02T17:30:20.873Z"
"大约","more or less","","2023-08-08T18:01:43.034Z"
"状态","Status; physical condition","","2023-11-10T19:48:15.869Z"
"洋葱","onion","","2023-09-03T22:34:34.771Z"
"水土不服","not acclimatised","","2023-09-05T06:55:01.517Z"
"可能","may","","2023-12-01T05:02:43.397Z"
"感情","emotion","","2023-07-12T19:06:40.206Z"
"梨","pear","","2023-09-03T22:35:58.124Z"
"遇到","Encounter","","2023-11-06T04:07:27.368Z"
"表示","To express","","2023-07-04T17:55:39.378Z"
"甜瓜","melon","","2023-09-03T22:35:47.124Z"
"牛油果","Avocado","","2023-09-05T02:22:45.158Z"
"窗帘","curtain","","2023-11-30T07:37:48.950Z"
"存款","deposit money","","2023-08-08T18:07:39.969Z"
"当时","at the time","","2023-09-05T06:40:35.248Z"
"把握","assurance","","2023-08-24T05:48:59.775Z"
"认为","believe","","2023-08-02T17:22:26.293Z"
"无","None","","2023-11-06T03:49:10.024Z"
"方方面面","all asepects; multi-faceted","","2023-11-03T08:16:55.439Z"
"兴致","mood","","2023-07-12T19:10:49.535Z"
"可惜","a pity; a shame","","2023-08-22T04:34:42.473Z"
"彼此","each other","","2023-11-18T19:41:00.071Z"
